Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
13.6,8.6,72.0,8.0,21.0,16.1,101.51,,1,6,7,24,6
13.6,8.0,69.0,8.0,22.0,16.1,101.51,,1,6,7,24,3
13.7,8.8,72.0,8.0,18.0,16.1,101.51,,0,6,7,23,4
13.6,8.1,69.0,8.0,15.0,16.1,101.46,,0,8,9,21,3
13.6,8.2,70.0,7.0,18.0,16.1,101.44,,0,9,9,20,2
13.5,8.4,71.0,8.0,13.0,16.1,101.41,,0,9,10,20,3
13.1,8.6,74.0,6.0,13.0,16.1,101.38,,0,9,9,19,4
13.4,8.5,72.0,5.0,13.0,16.1,101.36,,1,15,15,11,5
13.6,7.8,68.0,1.0,5.0,11.3,101.34,,1,13,14,11,5
13.5,7.9,69.0,,4.0,16.1,101.35,,1,13,14,10,5
14.0,7.9,66.0,4.0,11.0,16.1,101.37,,2,16,17,7,4
13.9,8.2,68.0,36.0,8.0,16.1,101.41,,10,20,29,2,4
13.0,8.5,74.0,3.0,13.0,16.1,101.43,,13,21,34,2,3
12.7,8.9,77.0,3.0,15.0,16.1,101.44,,10,20,31,4,2
11.7,10.0,89.0,7.0,8.0,6.4,101.45,,11,20,31,7,2
12.4,10.5,88.0,7.0,8.0,16.1,101.45,,9,19,28,8,2
12.8,10.4,85.0,,4.0,9.7,101.43,,11,20,32,6,3
13.1,10.6,85.0,,0.0,16.1,101.39,,8,19,28,8,4
13.8,11.1,83.0,,4.0,16.1,101.33,,10,20,30,8,5
13.9,11.0,82.0,19.0,5.0,16.1,101.27,,14,23,38,6,6
14.3,10.4,77.0,,4.0,16.1,101.23,,7,22,29,7,6
14.0,10.4,79.0,18.0,5.0,16.1,101.21,,3,20,23,9,6
14.1,10.7,80.0,15.0,5.0,16.1,101.2,,3,24,27,5,8
13.7,11.0,84.0,17.0,4.0,16.1,101.2,,2,25,27,3,9
13.4,11.5,88.0,,0.0,16.1,101.22,,3,26,29,2,10
13.4,11.5,88.0,,0.0,16.1,101.21,,8,27,35,1,10
14.0,11.6,86.0,,4.0,16.1,101.17,,5,23,28,1,8
14.4,11.8,84.0,,4.0,16.1,101.15,,1,13,14,7,6
14.4,11.4,82.0,34.0,9.0,16.1,101.15,,1,8,8,16,4
14.2,11.4,83.0,31.0,5.0,16.1,101.12,,1,8,9,15,5
14.5,11.2,80.0,,4.0,16.1,101.09,,1,9,10,14,6
14.2,11.0,81.0,31.0,8.0,16.1,101.07,,1,9,9,15,5
14.1,11.2,82.0,31.0,9.0,16.1,101.04,,1,9,10,13,5
13.4,11.8,90.0,35.0,8.0,16.1,101.04,,1,10,11,11,4
13.5,11.9,90.0,33.0,5.0,16.1,101.06,,1,11,12,9,5
13.6,12.0,90.0,29.0,5.0,16.1,101.05,,5,18,23,2,7
13.8,12.0,89.0,31.0,8.0,16.1,101.08,,4,13,17,7,5
14.3,12.0,86.0,29.0,5.0,16.1,101.08,,6,15,22,7,5
14.8,11.4,80.0,28.0,9.0,16.1,101.08,,6,13,20,9,5
15.3,11.5,78.0,25.0,11.0,16.1,101.06,,6,13,19,11,6
15.9,11.5,75.0,24.0,11.0,16.1,101.06,,6,11,17,12,5
15.9,11.8,76.0,21.0,11.0,16.1,101.01,,2,10,12,15,4
15.8,12.4,80.0,21.0,13.0,16.1,100.95,,2,10,12,15,4
16.2,12.0,76.0,22.0,9.0,16.1,100.88,,2,11,13,15,4
16.8,11.3,70.0,30.0,11.0,16.1,100.83,,2,11,13,13,4
16.6,11.0,69.0,31.0,13.0,16.1,100.82,,2,9,11,14,4
16.5,10.4,67.0,31.0,17.0,16.1,100.81,,1,8,9,16,5
15.7,9.5,66.0,31.0,15.0,16.1,100.83,,1,7,8,17,7
15.2,9.2,67.0,31.0,9.0,16.1,100.84,,1,7,8,18,8
15.3,9.2,67.0,27.0,9.0,16.1,100.83,,1,8,8,17,6
15.3,9.3,67.0,28.0,11.0,16.1,100.83,,0,9,9,19,5
15.6,8.9,64.0,29.0,15.0,16.1,100.81,,0,10,10,19,6
14.5,9.2,70.0,27.0,8.0,16.1,100.79,,0,16,17,12,6
14.1,10.2,77.0,27.0,13.0,16.1,100.78,,1,18,19,7,5
13.4,9.9,79.0,28.0,9.0,16.1,100.76,,1,14,15,9,5
13.2,10.0,81.0,27.0,8.0,16.1,100.75,,1,17,17,6,5
12.7,10.1,84.0,28.0,9.0,16.1,100.75,,1,16,18,6,6
12.9,10.3,84.0,29.0,8.0,16.1,100.73,,1,15,16,6,5
12.9,10.3,84.0,25.0,5.0,16.1,100.73,,5,21,26,1,7
13.3,10.5,83.0,26.0,5.0,16.1,100.76,,14,21,36,0,6
14.1,11.4,84.0,27.0,11.0,16.1,100.78,,17,19,36,1,4
14.5,11.2,80.0,26.0,9.0,16.1,100.8,,16,17,34,2,3
15.1,12.1,82.0,23.0,9.0,16.1,100.82,,15,15,30,5,3
16.1,12.6,79.0,21.0,9.0,16.1,100.84,,18,16,35,7,3
17.0,13.6,80.0,20.0,15.0,16.1,100.79,,11,12,23,11,3
17.9,14.2,79.0,20.0,15.0,16.1,100.77,,6,14,21,13,4
17.3,13.7,79.0,19.0,15.0,16.1,100.75,,4,14,18,14,6
18.2,13.7,75.0,12.0,5.0,16.1,100.71,,8,20,28,11,7
19.7,14.2,70.0,13.0,5.0,16.1,100.69,,3,11,15,24,6
20.1,10.7,54.0,36.0,18.0,16.1,100.72,,1,9,11,26,7
19.5,10.1,54.0,33.0,13.0,16.1,100.77,,1,8,9,27,6
17.6,10.3,62.0,33.0,15.0,16.1,100.85,,0,6,6,27,6
15.9,8.4,61.0,33.0,15.0,16.1,100.94,,0,6,6,27,9
15.1,7.6,60.0,34.0,11.0,16.1,101.02,,0,8,8,24,10
13.7,8.2,69.0,31.0,11.0,16.1,101.1,,0,9,9,20,8
13.1,8.7,74.0,34.0,5.0,16.1,101.12,,1,10,10,18,6
12.5,8.9,79.0,33.0,11.0,16.1,101.14,,1,11,12,15,6
12.1,8.6,79.0,34.0,11.0,16.1,101.15,,1,8,9,17,7
12.5,6.5,67.0,2.0,11.0,16.1,101.17,,1,7,8,18,8
12.4,4.8,59.0,4.0,22.0,16.1,101.17,,1,10,10,16,9
11.2,4.8,65.0,5.0,22.0,16.1,101.12,,1,8,9,18,7
11.2,5.2,66.0,5.0,21.0,16.1,101.16,,1,9,10,17,6
10.9,5.1,67.0,5.0,26.0,16.1,101.21,,1,13,15,13,6
10.2,5.0,70.0,5.0,22.0,16.1,101.24,,5,20,25,7,6
10.2,5.3,72.0,6.0,21.0,16.1,101.27,,14,23,38,5,7
11.4,6.6,72.0,7.0,21.0,16.1,101.26,,9,16,24,13,5
12.8,6.8,67.0,9.0,22.0,16.1,101.26,,4,9,13,20,3
13.4,8.0,70.0,8.0,24.0,16.1,101.27,,5,9,13,21,2
13.5,8.3,71.0,7.0,26.0,16.1,101.27,,3,7,10,24,2
13.8,9.2,73.0,7.0,24.0,16.1,101.16,,3,6,9,25,2
13.3,8.7,74.0,8.0,26.0,16.1,101.1,,3,7,10,25,2
13.2,8.5,73.0,7.0,28.0,16.1,101.0,,2,6,8,26,3
13.0,7.2,68.0,8.0,18.0,16.1,100.95,,1,6,7,26,4
13.3,7.2,66.0,8.0,24.0,16.1,100.91,,1,5,6,27,3
12.9,5.7,61.0,8.0,26.0,16.1,100.84,,1,6,7,26,3
13.0,7.1,67.0,8.0,21.0,16.1,100.79,,1,6,6,28,3
13.6,8.5,71.0,9.0,24.0,16.1,100.71,,1,6,7,28,3
13.8,8.7,71.0,8.0,30.0,16.1,100.64,,1,5,6,28,2
13.5,9.8,78.0,8.0,26.0,16.1,100.57,,1,5,6,27,2
13.1,10.1,82.0,8.0,30.0,16.1,100.47,,1,5,5,27,1
12.6,10.9,89.0,8.0,32.0,12.9,100.33,,1,5,5,27,1
12.8,11.6,92.0,6.0,32.0,16.1,100.19,,0,5,6,25,1
12.4,11.5,94.0,7.0,22.0,11.3,100.15,,0,5,5,24,1
13.1,12.2,94.0,7.0,24.0,16.1,100.03,,0,5,6,23,2
13.1,12.2,94.0,6.0,17.0,16.1,99.93,,0,7,7,22,2
13.4,12.6,95.0,2.0,5.0,16.1,99.91,,0,11,12,16,2
13.3,12.4,94.0,33.0,8.0,16.1,99.9,,1,18,20,7,2
13.3,12.4,94.0,28.0,11.0,11.3,99.91,,7,24,31,2,4
13.3,12.0,92.0,24.0,15.0,11.3,99.94,,18,25,43,2,6
13.8,12.5,92.0,28.0,8.0,9.7,99.96,,31,26,57,2,7
14.8,13.0,89.0,24.0,11.0,9.7,100.01,,31,26,57,3,6
16.8,14.6,87.0,26.0,15.0,9.7,100.01,,9,15,23,11,3
16.8,12.4,75.0,31.0,26.0,16.1,100.04,,2,6,8,21,2
16.3,10.7,69.0,29.0,30.0,16.1,100.11,,2,8,10,17,3
15.7,10.7,72.0,30.0,26.0,16.1,100.18,,3,7,10,17,4
14.2,8.9,70.0,32.0,21.0,16.1,100.29,,1,5,6,24,5
13.4,7.7,68.0,32.0,32.0,16.1,100.38,,1,5,6,26,6
13.5,6.9,64.0,32.0,28.0,16.1,100.5,,1,5,6,25,9
12.6,7.2,69.0,33.0,21.0,16.1,100.6,,1,7,7,22,8
12.5,7.2,70.0,32.0,15.0,16.1,100.76,,0,7,8,19,7
11.9,7.1,72.0,32.0,15.0,16.1,100.87,,0,9,9,18,8
11.5,7.1,74.0,31.0,9.0,16.1,100.96,,1,12,13,13,8
10.7,6.3,74.0,29.0,11.0,16.1,100.99,,1,18,19,7,10
10.3,6.1,75.0,29.0,13.0,16.1,101.06,,2,21,23,4,10
9.8,6.0,77.0,28.0,9.0,16.1,101.1,,1,19,20,4,10
9.5,5.5,76.0,32.0,11.0,16.1,101.12,,1,18,20,4,8
9.1,5.3,77.0,34.0,9.0,16.1,101.15,,2,19,21,3,8
8.2,5.3,82.0,31.0,11.0,16.1,101.21,,3,20,23,2,8
8.3,5.1,80.0,33.0,13.0,16.1,101.21,,1,9,10,14,6
8.7,3.1,68.0,35.0,8.0,16.1,101.26,,1,6,6,18,5
9.0,1.0,57.0,3.0,9.0,16.1,101.28,,1,7,8,18,4
8.1,0.4,58.0,35.0,5.0,16.1,101.29,,1,10,10,15,4
8.4,0.8,59.0,4.0,8.0,16.1,101.3,,3,15,18,11,4
9.5,1.7,58.0,8.0,9.0,16.1,101.36,,4,13,17,14,5
10.5,3.6,62.0,7.0,8.0,16.1,101.37,,5,12,17,16,6
11.5,6.0,69.0,6.0,8.0,16.1,101.36,,4,8,11,20,5
12.4,7.0,69.0,,9.0,16.1,101.32,,2,5,7,24,4
12.7,7.2,69.0,21.0,9.0,16.1,101.24,,2,5,7,26,4
13.4,7.3,66.0,17.0,11.0,16.1,101.13,,2,5,6,28,5
13.8,7.9,67.0,18.0,11.0,16.1,101.0,,2,7,9,28,6
14.5,8.1,65.0,17.0,11.0,16.1,100.9,,1,6,8,31,6
14.9,7.7,62.0,16.0,13.0,16.1,100.82,,1,8,9,31,6
15.0,8.1,63.0,18.0,18.0,16.1,100.73,,0,5,6,34,6
14.5,9.6,72.0,18.0,24.0,16.1,100.68,,0,6,7,31,4
14.7,8.9,68.0,21.0,37.0,16.1,100.66,,1,14,15,23,4
14.5,8.9,69.0,22.0,41.0,16.1,100.61,,2,17,19,19,5
13.5,8.4,71.0,24.0,32.0,16.1,100.59,,2,16,18,20,7
13.6,9.2,74.0,23.0,34.0,16.1,100.53,,2,19,22,17,6
12.9,8.8,76.0,24.0,22.0,16.1,100.51,,2,15,17,21,6
13.4,9.3,76.0,23.0,34.0,16.1,100.4,,1,13,15,24,5
13.4,9.5,77.0,24.0,24.0,16.1,100.33,,2,16,18,20,6
13.0,9.3,78.0,24.0,18.0,16.1,100.31,,2,16,17,21,7
13.6,9.1,74.0,24.0,30.0,16.1,100.27,,9999,9999,9999,9999,7
13.0,9.3,78.0,24.0,24.0,16.1,100.25,,2,14,16,19,7
13.4,9.1,75.0,24.0,34.0,16.1,100.2,,1,11,12,22,6
13.8,9.1,73.0,24.0,30.0,16.1,100.12,,1,12,13,22,6
14.3,9.7,74.0,23.0,37.0,16.1,100.03,,2,13,15,22,6
14.4,9.1,70.0,24.0,35.0,16.1,100.03,,3,13,16,23,7
15.9,9.3,65.0,24.0,32.0,16.1,100.03,,3,11,14,27,7
17.7,10.1,61.0,23.0,28.0,16.1,99.98,,3,9,12,32,6
18.4,11.4,63.0,22.0,28.0,16.1,99.93,,2,9,11,36,5
19.6,11.9,61.0,22.0,26.0,16.1,99.86,,2,10,12,37,4
20.2,12.0,59.0,22.0,28.0,16.1,99.74,,2,8,10,40,4
20.0,12.8,63.0,22.0,26.0,16.1,99.68,,1,7,8,43,4
19.7,13.0,65.0,21.0,32.0,16.1,99.64,,1,5,6,47,2
19.2,13.2,68.0,20.0,30.0,16.1,99.64,,1,6,6,45,2
18.6,12.6,68.0,21.0,39.0,16.1,99.61,,1,10,11,40,3
17.8,12.6,71.0,22.0,30.0,16.1,99.66,,1,16,17,34,4
17.8,10.9,64.0,24.0,28.0,16.1,99.7,,1,15,16,36,7
17.3,11.9,70.0,22.0,21.0,16.1,99.72,,1,20,20,31,9
17.0,11.8,71.0,22.0,18.0,16.1,99.72,,1,16,17,33,7
17.1,11.7,70.0,21.0,24.0,16.1,99.73,,0,12,12,38,5
17.3,11.6,69.0,21.0,26.0,16.1,99.71,,1,16,16,33,3
16.7,12.9,78.0,22.0,26.0,16.1,99.7,,1,20,20,29,2
16.3,12.9,80.0,22.0,26.0,16.1,99.71,,0,10,10,35,2
16.0,12.7,81.0,21.0,22.0,16.1,99.71,,0,10,11,33,3
16.0,12.6,80.0,22.0,28.0,16.1,99.67,,1,14,15,28,4
15.9,12.5,80.0,23.0,30.0,16.1,99.64,,1,17,18,24,5
15.6,12.2,80.0,23.0,26.0,16.1,99.66,,2,22,23,19,6
15.5,12.3,81.0,23.0,28.0,16.1,99.65,,1,17,18,23,6
16.0,13.3,84.0,23.0,24.0,16.1,99.64,,3,19,22,20,5
16.6,13.4,81.0,24.0,15.0,16.1,99.66,,2,13,15,28,5
17.4,13.3,77.0,21.0,22.0,16.1,99.6,,1,7,8,38,6
18.2,13.6,74.0,21.0,21.0,,99.59,,1,5,6,44,7
18.8,14.2,74.0,19.0,13.0,,99.51,,1,5,5,49,8
19.4,14.2,71.0,18.0,17.0,16.1,99.41,,1,4,5,51,9
19.5,13.7,69.0,18.0,17.0,16.1,99.31,,1,4,5,53,9
19.7,13.5,67.0,18.0,15.0,16.1,99.2,,1,4,5,54,9
19.6,13.1,66.0,19.0,15.0,16.1,99.14,,0,5,5,53,10
19.0,12.5,66.0,20.0,13.0,16.1,99.12,,0,6,6,50,10
18.6,12.6,68.0,17.0,11.0,16.1,99.06,,0,7,7,47,10
18.6,12.2,66.0,,0.0,16.1,99.05,,0,9,10,42,10
19.1,11.5,61.0,14.0,9.0,16.1,98.99,,0,11,11,40,10
17.4,12.6,73.0,16.0,15.0,14.5,98.95,,1,11,12,40,4
17.3,13.5,78.0,,0.0,16.1,98.9,,1,12,12,39,4
17.7,13.2,74.0,,4.0,16.1,98.83,,0,6,6,43,6
17.8,13.2,74.0,,4.0,16.1,98.73,,0,5,5,41,6
17.9,13.5,75.0,20.0,17.0,16.1,98.68,,0,4,5,39,4
17.7,14.1,79.0,19.0,17.0,16.1,98.6,,0,4,4,38,3
17.6,14.2,80.0,20.0,18.0,16.1,98.55,,0,5,5,35,3
17.0,14.5,85.0,23.0,5.0,16.1,98.47,,0,6,6,33,4
17.0,14.9,87.0,21.0,15.0,16.1,98.46,,1,15,17,23,4
16.9,15.1,89.0,22.0,22.0,16.1,98.49,,3,20,23,17,6
16.8,13.5,80.0,24.0,22.0,16.1,98.48,,2,13,15,19,9
16.0,9.7,66.0,25.0,32.0,16.1,98.58,,2,9,11,14,8
14.9,7.0,59.0,26.0,35.0,16.1,98.68,,4,9,13,11,7
,,,,,,,,5,7,12,12,8
,,,,,,,,5,7,12,12,6
16.9,7.4,53.0,27.0,35.0,16.1,98.75,,8,8,16,10,6
16.1,9.0,63.0,25.0,28.0,16.1,98.77,,5,6,11,11,5
15.6,8.7,63.0,26.0,37.0,16.1,98.76,,6,6,12,12,4
15.8,9.5,66.0,25.0,39.0,16.1,98.78,,6,7,13,11,2
15.6,9.9,68.0,25.0,35.0,16.1,98.84,,5,7,12,10,2
15.2,9.9,70.0,25.0,43.0,16.1,98.91,,5,8,13,8,2
15.3,10.6,74.0,25.0,28.0,16.1,98.96,,5,9,14,6,2
14.2,11.5,84.0,25.0,34.0,8.1,99.03,,3,9,11,6,1
14.2,10.7,79.0,26.0,26.0,16.1,99.12,,1,9,10,8,2
14.1,9.7,75.0,27.0,22.0,16.1,99.18,,1,8,10,8,3
13.4,10.2,81.0,25.0,22.0,16.1,99.27,,1,8,10,7,4
13.3,9.8,79.0,26.0,22.0,16.1,99.33,,1,6,7,8,5
12.9,9.8,81.0,27.0,21.0,16.1,99.34,,1,5,5,10,3
13.0,8.5,74.0,28.0,26.0,16.1,99.37,,0,3,3,12,4
12.1,7.1,72.0,28.0,30.0,16.1,99.37,,0,3,4,15,5
11.8,7.6,75.0,27.0,24.0,16.1,99.44,,1,3,4,15,5
11.5,7.3,75.0,29.0,24.0,16.1,99.45,,1,4,5,12,4
11.3,6.1,70.0,31.0,18.0,16.1,99.53,,1,4,5,12,4
10.6,6.0,73.0,29.0,17.0,16.1,99.65,,1,6,7,14,3
10.0,6.4,78.0,35.0,13.0,16.1,99.74,,2,11,13,11,3
9.9,6.3,78.0,33.0,9.0,16.1,99.84,,3,12,15,10,3
10.6,6.2,74.0,27.0,13.0,16.1,99.9,,5,11,15,10,3
11.2,5.3,67.0,30.0,22.0,16.1,99.98,,3,11,14,12,3
10.8,5.8,71.0,31.0,11.0,16.1,100.04,,3,7,10,18,3
11.1,4.2,62.0,31.0,13.0,16.1,100.1,,2,6,8,21,3
11.7,4.4,61.0,28.0,18.0,16.1,100.13,,2,7,9,21,2
12.2,3.8,56.0,30.0,17.0,16.1,100.11,,3,8,10,22,2
12.3,3.9,56.0,31.0,9.0,16.1,100.13,,3,10,13,20,2
13.1,4.0,54.0,26.0,21.0,16.1,100.12,,1,7,9,25,2
13.0,3.3,52.0,26.0,28.0,16.1,100.15,,1,5,6,27,2
12.4,2.1,49.0,29.0,22.0,16.1,100.19,,1,8,8,24,2
12.0,2.2,51.0,29.0,17.0,16.1,100.25,,1,8,9,23,2
10.7,1.8,54.0,31.0,22.0,16.1,100.37,,0,7,8,23,2
9.5,2.2,60.0,30.0,15.0,16.1,100.45,,1,12,12,18,2
9.7,2.2,60.0,30.0,15.0,16.1,100.48,,1,15,16,16,2
9.6,3.3,64.0,27.0,18.0,16.1,100.46,,1,17,18,14,2
9.3,3.9,69.0,25.0,17.0,16.1,100.43,,2,17,19,12,3
9.2,4.5,72.0,25.0,21.0,16.1,100.41,,1,19,19,10,3
8.7,5.0,77.0,25.0,22.0,16.1,100.41,,3,20,23,9,2
8.8,5.8,81.0,25.0,17.0,16.1,100.39,,4,18,23,11,2
9.0,5.2,77.0,25.0,22.0,16.1,100.37,,4,16,20,12,2
8.4,4.9,79.0,23.0,22.0,16.1,100.32,,6,17,22,8,3
8.0,4.7,80.0,24.0,18.0,16.1,100.33,,7,19,26,5,3
7.6,4.3,79.0,24.0,11.0,16.1,100.34,,18,24,43,1,4
8.4,4.8,78.0,24.0,18.0,16.1,100.32,,14,22,36,4,4
9.9,5.1,72.0,24.0,22.0,16.1,100.3,,14,20,34,7,4
11.0,5.4,68.0,23.0,18.0,16.1,100.33,,23,23,46,6,4
13.3,7.1,66.0,22.0,22.0,16.1,100.26,,9,14,23,15,3
14.5,8.1,65.0,21.0,22.0,16.1,100.22,,5,10,15,20,2
16.4,9.3,63.0,22.0,34.0,16.1,100.11,,4,11,15,25,2
16.3,8.7,60.0,22.0,32.0,16.1,100.01,,3,17,20,22,3
16.7,6.7,51.0,24.0,26.0,16.1,99.92,,3,18,21,23,4
16.7,8.4,58.0,23.0,26.0,16.1,99.84,,2,14,16,29,5
16.3,5.9,50.0,23.0,35.0,16.1,99.84,,1,11,12,32,4
11.5,8.0,79.0,28.0,17.0,12.9,99.93,,2,24,26,19,2
12.0,8.8,81.0,25.0,17.0,16.1,99.93,,2,16,18,26,2
13.0,6.5,64.0,24.0,34.0,16.1,100.03,,0,10,10,32,5
10.3,7.0,80.0,26.0,39.0,8.1,100.2,,0,9,9,32,5
10.2,6.9,80.0,27.0,21.0,16.1,100.09,,0,10,11,28,4
10.4,7.0,79.0,27.0,17.0,16.1,100.12,,0,9,9,28,4
10.0,6.5,79.0,28.0,18.0,16.1,100.17,,0,8,9,27,5
9.7,5.9,77.0,28.0,17.0,16.1,100.15,,0,7,8,26,5
9.6,5.6,76.0,30.0,15.0,16.1,100.22,,1,10,12,20,6
9.4,5.6,77.0,29.0,13.0,16.1,100.29,,0,11,12,19,5
8.7,4.9,77.0,28.0,18.0,16.1,100.33,,0,9,10,22,5
8.0,5.0,81.0,29.0,15.0,16.1,100.36,,0,14,15,15,5
7.6,4.7,82.0,29.0,17.0,16.1,100.46,,1,18,19,12,5
7.1,4.3,82.0,29.0,15.0,16.1,100.54,,8,29,36,3,6
7.2,4.4,82.0,29.0,17.0,16.1,100.61,,16,28,43,4,7
8.2,4.7,79.0,29.0,13.0,16.1,100.69,,8,18,26,11,6
9.7,5.0,73.0,28.0,15.0,16.1,100.73,,4,12,16,18,7
11.0,5.6,69.0,25.0,15.0,16.1,100.71,,5,12,17,19,6
11.6,5.4,65.0,26.0,17.0,16.1,100.67,,3,8,11,25,5
13.4,4.7,56.0,26.0,28.0,16.1,100.61,,2,7,8,24,4
11.0,6.3,73.0,28.0,24.0,16.1,100.59,,2,7,9,25,4
12.0,4.3,59.0,28.0,30.0,16.1,100.53,,1,6,7,22,4
10.9,4.0,62.0,30.0,32.0,16.1,100.6,,1,5,6,19,4
9.6,4.3,69.0,29.0,22.0,16.1,100.69,,1,6,7,19,3
9.6,2.4,61.0,29.0,30.0,16.1,100.74,,1,6,6,23,3
8.2,0.0,56.0,32.0,21.0,16.1,100.83,,0,5,6,24,3
7.0,-0.5,59.0,30.0,22.0,16.1,100.9,,0,7,7,22,3
6.3,-0.5,62.0,29.0,24.0,16.1,100.91,,0,7,7,21,3
6.0,-1.0,61.0,30.0,26.0,16.1,100.91,,0,7,8,20,3
5.2,-0.2,68.0,29.0,24.0,16.1,100.97,,0,6,6,19,3
4.7,0.4,73.0,32.0,21.0,16.1,101.02,,0,5,5,18,2
3.7,0.8,81.0,32.0,13.0,16.1,101.06,,0,5,6,16,2
3.0,-1.4,73.0,33.0,13.0,16.1,101.09,,0,6,6,16,2
2.3,-2.3,72.0,30.0,17.0,16.1,101.12,,0,6,6,16,2
1.9,-2.9,70.0,32.0,18.0,16.1,101.13,,0,6,6,15,2
1.5,-3.0,72.0,31.0,11.0,16.1,101.18,,0,7,7,14,2
1.6,-2.7,73.0,29.0,15.0,16.1,101.27,,0,9,10,11,2
1.6,-2.5,74.0,30.0,9.0,16.1,101.34,,1,12,13,9,2
1.5,-2.8,73.0,32.0,13.0,16.1,101.41,,3,12,15,10,2
2.4,-2.5,70.0,33.0,13.0,16.1,101.48,,3,9,12,16,2
3.4,-2.4,66.0,31.0,11.0,16.1,101.5,,2,6,8,20,3
4.3,-3.0,59.0,33.0,17.0,16.1,101.51,,2,5,6,24,2
5.3,-3.3,54.0,30.0,24.0,16.1,101.51,,1,4,5,25,2
5.8,-4.0,50.0,34.0,13.0,16.1,101.5,,1,3,4,26,2
6.0,-3.1,52.0,34.0,17.0,16.1,101.46,,1,3,4,26,2
5.4,1.0,73.0,25.0,15.0,16.1,101.46,,1,4,5,25,2
6.2,-1.4,58.0,25.0,11.0,16.1,101.46,,1,5,6,25,3
5.1,-2.7,57.0,33.0,18.0,16.1,101.5,,1,6,6,26,3
5.0,-3.8,53.0,32.0,15.0,16.1,101.53,,0,7,7,24,4
4.1,-3.2,59.0,33.0,17.0,16.1,101.57,,0,11,11,20,5
3.7,-2.6,64.0,33.0,9.0,16.1,101.6,,0,14,14,17,5
3.1,-2.2,68.0,33.0,11.0,16.1,101.63,,0,16,16,15,5
3.0,-3.3,63.0,31.0,9.0,16.1,101.66,,0,17,18,15,5
2.3,-2.8,69.0,29.0,9.0,16.1,101.7,,2,24,25,7,6
2.2,-2.9,69.0,31.0,5.0,16.1,101.67,,1,21,22,9,5
1.8,-2.9,71.0,32.0,11.0,16.1,101.66,,2,23,25,6,6
1.6,-3.2,71.0,35.0,9.0,16.1,101.65,,0,12,12,18,5
2.0,-2.7,71.0,34.0,9.0,16.1,101.62,,0,13,13,18,5
0.9,-2.2,80.0,33.0,9.0,16.1,101.63,,9999,9999,9999,9999,5
1.2,-2.0,79.0,33.0,13.0,16.1,101.66,,0,15,16,14,5
1.8,-2.1,75.0,34.0,9.0,16.1,101.68,,0,15,15,15,4
3.0,-3.8,61.0,34.0,11.0,16.1,101.69,,0,14,15,18,3
3.1,-4.1,59.0,32.0,8.0,16.1,101.74,,1,13,14,19,3
2.8,-2.8,67.0,31.0,11.0,16.1,101.8,,2,10,12,23,3
4.1,-3.1,59.0,25.0,8.0,16.1,101.85,,1,6,7,27,4
5.0,-4.0,52.0,35.0,11.0,16.1,101.88,,1,5,6,27,4
5.1,-3.7,53.0,28.0,9.0,16.1,101.9,,1,4,5,28,3
6.3,-4.5,46.0,29.0,15.0,16.1,101.89,,1,3,4,30,3
5.7,-5.9,43.0,31.0,17.0,16.1,101.88,,1,4,5,28,3
6.6,-5.3,42.0,32.0,11.0,16.1,101.89,,0,3,4,30,3
6.3,-5.9,41.0,31.0,17.0,16.1,101.91,,1,5,5,28,4
5.6,-4.6,48.0,1.0,17.0,16.1,101.94,,0,4,5,26,3
4.9,-3.8,54.0,35.0,18.0,16.1,101.98,,0,7,7,23,3
4.2,-3.6,57.0,34.0,15.0,16.1,102.04,,0,9,9,20,4
3.4,-3.6,60.0,32.0,11.0,16.1,102.06,,0,12,12,17,4
2.9,-3.3,64.0,32.0,8.0,16.1,102.07,,0,14,14,17,5
2.4,-2.8,69.0,30.0,11.0,16.1,102.1,,0,16,16,15,5
2.0,-2.7,71.0,34.0,5.0,16.1,102.1,,0,15,15,15,4
0.2,-2.8,81.0,,0.0,16.1,102.04,,1,18,19,13,4
2.2,-2.7,70.0,32.0,4.0,16.1,102.03,,0,15,15,15,4
1.9,-2.8,71.0,31.0,8.0,16.1,102.02,,2,25,26,6,5
1.8,-2.5,73.0,30.0,8.0,16.1,102.03,,15,30,45,1,7
1.8,-3.4,68.0,31.0,8.0,16.1,102.02,,5,30,34,3,6
1.8,-4.2,65.0,30.0,8.0,16.1,102.02,,6,32,38,2,5
1.9,-3.7,67.0,29.0,11.0,16.1,102.02,,6,33,39,2,5
4.9,-0.7,67.0,20.0,17.0,16.1,101.93,,6,32,39,5,5
6.3,0.6,67.0,21.0,22.0,16.1,101.89,,5,26,32,12,5
7.7,2.9,71.0,24.0,17.0,16.1,101.83,,5,22,27,15,6
8.4,4.4,76.0,24.0,21.0,16.1,101.78,,6,18,23,19,7
10.6,4.9,68.0,22.0,34.0,16.1,101.64,,2,8,10,30,6
11.8,4.7,62.0,22.0,43.0,16.1,101.51,,1,6,7,34,5
12.0,5.3,63.0,21.0,39.0,16.1,101.34,,2,7,8,34,5
13.1,5.6,60.0,20.0,41.0,16.1,101.17,,1,6,7,36,5
13.9,6.0,59.0,21.0,43.0,16.1,101.04,,1,7,9,35,6
14.1,6.9,62.0,21.0,41.0,16.1,100.93,,1,8,8,37,5
