Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
3.8,0.1,77.0,24.0,26.0,16.1,101.01,,1,12,13,15,17
3.7,0.1,77.0,24.0,21.0,16.1,101.01,,3,12,14,15,19
4.8,0.6,74.0,22.0,15.0,16.1,101.02,,7,15,23,13,20
6.3,1.7,72.0,23.0,13.0,16.1,100.98,,6,13,19,18,19
8.8,3.8,71.0,23.0,22.0,16.1,100.91,,3,9,12,24,17
9.8,4.2,68.0,22.0,24.0,16.1,100.81,,2,8,10,27,15
10.2,4.4,67.0,23.0,24.0,16.1,100.7,,2,8,10,29,16
10.4,4.2,65.0,23.0,26.0,16.1,100.61,,1,8,9,31,15
10.3,4.1,65.0,22.0,26.0,16.1,100.58,,1,7,8,31,13
9.4,3.8,68.0,23.0,24.0,16.1,100.56,,1,10,10,30,10
8.9,2.9,66.0,25.0,22.0,16.1,100.52,,1,12,13,27,9
8.6,4.6,76.0,23.0,26.0,16.1,100.52,,0,11,11,28,10
8.3,4.4,76.0,23.0,28.0,16.1,100.53,,1,10,11,28,9
8.2,3.7,73.0,24.0,30.0,16.1,100.52,,1,12,13,27,9
8.1,2.6,68.0,24.0,24.0,16.1,100.51,,1,10,11,28,9
8.3,2.1,65.0,25.0,28.0,16.1,100.47,,1,13,14,26,8
8.2,2.3,66.0,25.0,34.0,16.1,100.45,,2,14,16,25,8
8.2,1.6,63.0,25.0,30.0,16.1,100.49,,1,13,14,25,6
7.4,2.1,69.0,25.0,22.0,16.1,100.49,,1,11,12,26,6
7.4,0.8,63.0,25.0,24.0,16.1,100.51,,1,12,13,24,7
6.8,0.9,66.0,25.0,21.0,16.1,100.49,,0,13,13,23,7
6.4,1.0,68.0,24.0,17.0,16.1,100.5,,0,12,12,23,7
6.0,1.3,72.0,24.0,21.0,16.1,100.52,,0,13,13,21,8
5.8,-0.3,65.0,25.0,21.0,16.1,100.49,,4,21,25,13,9
5.5,0.4,70.0,24.0,18.0,16.1,100.52,,7,23,31,12,10
5.6,0.0,67.0,24.0,18.0,16.1,100.54,,15,26,41,9,11
6.6,0.7,66.0,24.0,17.0,16.1,100.56,,15,26,41,11,12
7.7,1.9,67.0,22.0,13.0,16.1,100.56,,14,21,35,15,12
8.4,2.0,64.0,20.0,13.0,16.1,100.54,,10,19,29,17,13
9.1,3.9,70.0,20.0,15.0,16.1,100.49,,6,14,20,22,15
10.4,3.5,62.0,20.0,13.0,16.1,100.44,,5,16,21,23,15
11.9,2.4,52.0,23.0,11.0,16.1,100.41,,3,16,19,26,15
12.1,3.3,55.0,17.0,13.0,16.1,100.39,,2,15,16,28,15
10.8,4.7,66.0,18.0,13.0,16.1,100.39,,1,16,17,25,18
9.6,7.4,86.0,19.0,13.0,16.1,100.41,,0,15,15,24,16
8.7,6.5,86.0,21.0,21.0,16.1,100.48,,0,14,15,24,15
8.1,6.2,88.0,23.0,11.0,16.1,100.5,,1,16,16,22,19
7.5,6.1,91.0,27.0,8.0,16.1,100.48,,1,22,23,16,21
7.2,6.3,94.0,26.0,5.0,11.3,100.45,,2,28,30,11,21
7.5,5.1,85.0,27.0,8.0,16.1,100.45,,1,26,26,13,19
6.2,5.0,92.0,29.0,5.0,16.1,100.44,,1,24,25,13,19
6.1,4.8,91.0,22.0,15.0,16.1,100.48,,1,26,28,11,19
7.3,4.8,84.0,,,,100.48,,1,15,16,20,20
5.5,4.2,91.0,,0.0,16.1,100.47,,1,14,14,22,19
4.7,4.1,96.0,18.0,4.0,12.9,100.46,,0,16,16,20,19
4.2,3.8,97.0,,0.0,11.3,100.43,,0,16,17,20,21
4.6,4.5,99.0,30.0,4.0,4.8,100.43,,0,21,21,14,23
3.9,3.4,96.0,,4.0,9.7,100.43,,4,33,37,5,24
3.6,2.8,94.0,,0.0,12.9,100.48,,52,42,95,2,28
4.4,4.0,97.0,7.0,8.0,8.1,100.52,,128,52,180,2,25
6.6,4.4,86.0,9.0,5.0,12.9,100.52,,121,49,170,2,23
7.5,5.5,87.0,7.0,11.0,9.7,100.52,,50,34,84,10,19
9.1,6.9,86.0,7.0,9.0,11.3,100.47,,5,15,20,25,22
10.1,7.3,83.0,8.0,8.0,12.9,100.36,,6,17,23,23,23
10.7,7.1,78.0,,8.0,16.1,100.29,,6,19,25,23,22
10.6,7.2,79.0,7.0,9.0,16.1,100.24,,6,20,26,23,18
9.2,6.8,85.0,7.0,11.0,16.1,100.21,,14,35,49,11,20
9.1,7.7,91.0,7.0,15.0,14.5,100.22,,11,36,47,10,21
8.8,7.3,90.0,7.0,13.0,16.1,100.23,,4,36,40,9,19
8.8,7.1,89.0,7.0,13.0,16.1,100.24,,2,34,36,11,16
7.8,7.0,94.0,7.0,11.0,8.1,100.21,,6,32,39,8,16
7.9,7.3,96.0,7.0,11.0,6.4,100.18,,3,30,33,7,19
7.8,7.1,95.0,7.0,9.0,6.4,100.2,,2,26,29,12,24
8.1,7.4,95.0,7.0,15.0,6.4,100.12,,2,27,29,12,23
8.1,6.7,91.0,8.0,13.0,8.1,100.06,,2,29,31,12,22
7.7,6.5,92.0,7.0,13.0,9.7,100.01,,3,32,34,9,24
7.2,6.5,95.0,8.0,9.0,6.4,99.98,,8,34,41,4,25
7.2,6.3,94.0,7.0,9.0,6.4,99.98,,29,36,65,1,23
7.1,6.4,95.0,31.0,9.0,6.4,99.97,,33,37,70,1,20
7.4,6.5,94.0,7.0,5.0,6.4,99.92,,48,35,83,1,18
6.9,6.2,95.0,17.0,4.0,4.0,99.94,,45,35,80,1,18
7.1,6.4,95.0,,0.0,4.8,99.94,,49,36,85,1,18
7.4,6.7,95.0,,4.0,6.4,99.94,,30,37,67,2,19
7.5,6.6,94.0,24.0,5.0,6.4,99.96,,42,41,83,2,20
8.1,6.7,91.0,25.0,8.0,6.4,99.97,,102,48,150,2,26
8.3,6.9,91.0,25.0,8.0,6.4,99.96,,50,36,85,2,37
10.2,7.5,83.0,31.0,8.0,6.4,99.95,,13,26,38,7,28
11.2,8.1,81.0,30.0,17.0,11.3,99.95,,4,14,18,19,19
13.0,7.0,67.0,29.0,22.0,16.1,99.94,,2,9,10,26,12
12.6,5.8,63.0,30.0,22.0,16.1,99.96,,1,9,11,26,6
12.7,4.7,58.0,31.0,18.0,16.1,100.05,,1,9,10,25,5
12.3,4.8,60.0,29.0,22.0,16.1,100.17,,1,10,11,23,5
11.8,4.5,61.0,28.0,18.0,16.1,100.27,,1,13,13,20,6
11.7,4.2,60.0,30.0,15.0,16.1,100.33,,1,14,14,20,7
10.6,4.1,64.0,27.0,11.0,16.1,100.4,,1,12,13,18,5
10.3,4.5,67.0,29.0,15.0,16.1,100.45,,1,17,18,14,4
8.9,4.2,72.0,28.0,13.0,16.1,100.51,,2,25,27,7,5
8.5,4.2,74.0,28.0,11.0,16.1,100.57,,4,28,32,4,5
8.1,4.6,78.0,31.0,9.0,16.1,100.59,,2,22,24,7,4
7.5,4.5,81.0,30.0,9.0,16.1,100.65,,2,24,27,5,4
7.3,4.3,81.0,32.0,9.0,16.1,100.69,,2,20,23,7,4
7.2,4.2,81.0,32.0,11.0,16.1,100.75,,1,14,14,13,4
6.6,3.9,83.0,33.0,11.0,16.1,100.82,,1,12,13,14,4
6.3,3.8,84.0,34.0,11.0,16.1,100.83,,1,17,18,12,4
6.6,3.7,82.0,33.0,8.0,16.1,100.87,,2,20,22,10,4
6.3,3.6,83.0,33.0,13.0,16.1,100.93,,10,29,39,2,5
4.3,3.1,92.0,,4.0,16.1,100.97,,44,33,78,1,6
4.4,3.2,92.0,26.0,9.0,16.1,101.07,,91,36,127,1,4
6.4,3.9,84.0,26.0,5.0,16.1,101.08,,99,40,139,2,7
7.6,4.4,80.0,20.0,8.0,16.1,101.09,,29,26,55,10,7
7.7,4.4,79.0,21.0,8.0,16.1,101.1,,8,15,23,19,6
8.5,4.3,75.0,19.0,8.0,16.1,101.07,,7,14,21,19,7
9.2,6.1,81.0,17.0,8.0,16.1,100.98,,5,13,19,20,7
10.3,6.3,76.0,13.0,5.0,16.1,100.92,,3,13,16,24,8
10.3,6.5,77.0,11.0,8.0,16.1,100.89,,10,26,36,12,9
9.3,6.9,85.0,7.0,11.0,16.1,100.92,,8,28,36,9,10
8.0,6.8,92.0,8.0,13.0,16.1,100.91,,10,33,43,4,9
8.0,6.8,92.0,7.0,13.0,16.1,100.9,,7,32,39,4,8
8.2,7.1,93.0,6.0,11.0,16.1,100.91,,5,30,34,6,9
8.2,6.8,91.0,9.0,8.0,16.1,100.86,,6,34,40,5,9
8.9,6.0,82.0,7.0,13.0,16.1,100.87,,3,25,28,12,11
9.3,7.4,88.0,7.0,11.0,16.1,100.88,,2,20,22,13,10
8.4,7.2,92.0,8.0,13.0,16.1,100.87,,2,17,20,13,7
8.3,7.2,93.0,8.0,15.0,16.1,100.86,,2,17,19,13,7
8.2,7.0,92.0,6.0,11.0,16.1,100.87,,2,23,25,8,8
7.9,6.4,90.0,7.0,9.0,16.1,100.88,,3,25,28,6,8
8.4,6.9,90.0,8.0,11.0,16.1,100.88,,3,26,29,6,8
8.0,6.6,91.0,7.0,11.0,16.1,100.87,,3,26,29,6,6
7.8,6.4,91.0,7.0,13.0,16.1,100.85,,3,23,25,7,7
7.8,6.3,90.0,8.0,13.0,16.1,100.83,,7,26,33,5,9
7.8,6.3,90.0,8.0,15.0,16.1,100.82,,18,31,49,3,7
8.2,6.7,90.0,8.0,13.0,16.1,100.83,,30,31,62,3,5
9.1,7.1,87.0,7.0,15.0,12.9,100.81,,45,33,78,3,3
10.7,8.0,83.0,8.0,17.0,16.1,100.8,,48,35,83,6,7
11.4,8.5,82.0,8.0,15.0,16.1,100.79,,24,32,56,11,14
11.6,8.3,80.0,9.0,13.0,16.1,100.7,,16,31,47,15,14
11.7,7.8,77.0,9.0,13.0,16.1,100.65,,10,30,41,18,13
10.8,7.7,81.0,9.0,15.0,16.1,100.58,,11,31,42,15,15
11.4,8.2,81.0,8.0,18.0,16.1,100.51,,6,26,32,21,17
11.3,8.5,83.0,7.0,24.0,16.1,100.47,,2,24,26,23,15
11.3,8.9,85.0,7.0,21.0,16.1,100.43,,2,27,29,21,14
11.7,8.4,80.0,8.0,17.0,16.1,100.38,,2,34,36,16,16
11.9,8.1,77.0,10.0,11.0,16.1,100.38,,3,39,43,10,15
11.5,8.2,80.0,8.0,15.0,16.1,100.31,,6,39,45,8,14
10.7,8.0,83.0,8.0,11.0,16.1,100.28,,12,43,55,3,15
10.3,7.5,83.0,8.0,8.0,16.1,100.29,,18,41,59,7,21
8.2,7.1,93.0,6.0,8.0,9.7,100.25,,13,35,48,12,19
9.2,8.1,93.0,8.0,4.0,12.9,100.11,,1,14,15,33,11
12.0,8.1,77.0,,0.0,16.1,100.05,,1,8,9,39,13
9.5,7.1,85.0,8.0,8.0,16.1,100.04,,1,7,8,41,13
7.8,6.3,90.0,7.0,5.0,16.1,99.98,,1,13,14,35,13
8.4,7.1,92.0,7.0,11.0,16.1,99.9,,1,9,10,38,13
10.4,7.6,83.0,8.0,9.0,16.1,99.78,,1,10,11,37,12
10.3,7.1,81.0,,4.0,16.1,99.71,,1,8,9,38,11
9.7,6.8,82.0,8.0,5.0,16.1,99.66,,1,8,8,37,9
11.8,8.1,78.0,19.0,8.0,16.1,99.61,,1,10,10,34,8
10.6,7.9,83.0,25.0,18.0,16.1,99.71,,2,10,11,20,6
10.5,6.5,76.0,24.0,28.0,16.1,99.78,,3,11,14,17,5
9.3,5.9,79.0,24.0,24.0,16.1,99.73,,3,9,12,12,6
7.2,6.1,93.0,22.0,37.0,8.1,99.76,,3,8,11,9,6
5.9,3.8,86.0,25.0,34.0,16.1,99.83,,3,9,13,10,5
4.4,2.5,88.0,25.0,39.0,16.1,99.87,,3,10,13,10,6
4.7,2.8,87.0,24.0,28.0,16.1,99.88,,3,11,14,10,8
5.1,2.6,84.0,25.0,22.0,16.1,99.83,,2,11,13,12,7
5.7,1.8,76.0,25.0,34.0,16.1,99.88,,3,12,15,14,5
5.5,1.5,75.0,26.0,34.0,16.1,99.84,,1,6,7,21,4
4.6,1.5,80.0,26.0,24.0,16.1,99.88,,1,9,10,19,3
4.0,0.8,79.0,28.0,34.0,16.1,99.86,,0,6,6,24,2
3.7,-1.3,70.0,29.0,28.0,16.1,99.88,,0,5,6,26,2
3.3,-2.2,67.0,27.0,26.0,16.1,99.87,,0,6,6,25,1
2.4,-3.5,65.0,28.0,28.0,16.1,99.86,,0,6,6,26,1
1.6,-2.9,72.0,27.0,32.0,16.1,99.81,,0,6,6,26,1
1.3,-2.5,76.0,25.0,22.0,16.1,99.71,,2,12,14,21,1
1.0,-1.0,87.0,25.0,22.0,8.1,99.62,,1,11,12,21,1
0.7,-1.0,88.0,26.0,13.0,16.1,99.58,,9999,9999,9999,9999,1
1.6,-0.3,87.0,29.0,17.0,16.1,99.56,,0,5,6,23,1
2.4,-1.0,78.0,30.0,39.0,16.1,99.6,,0,3,4,27,1
2.0,-2.7,71.0,30.0,35.0,16.1,99.62,,0,3,4,29,1
1.1,-3.8,70.0,31.0,41.0,16.1,99.68,,0,4,4,29,1
0.8,-3.5,73.0,30.0,32.0,16.1,99.76,,0,5,5,29,1
0.8,-4.1,70.0,32.0,28.0,16.1,99.79,,1,4,5,32,1
0.7,-4.4,69.0,31.0,26.0,16.1,99.88,,1,4,5,32,1
0.8,-3.3,74.0,31.0,26.0,16.1,99.9,,1,5,5,31,1
1.4,-3.0,72.0,31.0,39.0,9.7,99.86,,0,4,5,32,1
1.5,-3.0,72.0,30.0,39.0,16.1,99.86,,0,4,5,32,2
1.3,-2.8,74.0,30.0,32.0,16.1,99.89,,0,5,5,32,2
0.5,-3.2,77.0,29.0,32.0,16.1,99.96,,1,5,6,31,2
0.4,-4.3,71.0,29.0,37.0,16.1,100.01,,0,5,5,32,3
0.2,-5.0,68.0,30.0,37.0,16.1,100.07,,0,5,5,33,3
0.0,-5.4,67.0,29.0,35.0,16.1,100.1,,0,5,5,33,3
-0.5,-5.2,71.0,30.0,41.0,16.1,100.12,,0,5,5,33,3
-1.0,-4.4,78.0,29.0,37.0,8.1,100.12,,0,6,6,32,3
-1.3,-4.5,79.0,28.0,35.0,11.3,100.13,,0,6,6,32,2
-1.4,-5.5,74.0,29.0,34.0,16.1,100.15,,0,5,5,32,2
-1.8,-5.8,74.0,28.0,35.0,9.7,100.12,,0,4,5,33,2
-2.1,-6.3,73.0,28.0,43.0,16.1,100.12,,0,5,5,32,2
-1.9,-6.9,69.0,29.0,32.0,16.1,100.1,,0,4,4,33,1
-1.9,-7.0,68.0,29.0,39.0,16.1,100.1,,0,4,4,33,1
-1.7,-6.9,68.0,29.0,39.0,16.1,100.14,,0,4,4,33,1
-1.7,-6.9,68.0,29.0,30.0,16.1,100.15,,0,5,5,33,1
-2.0,-6.8,70.0,29.0,41.0,16.1,100.17,,0,7,7,31,1
-1.9,-6.9,69.0,29.0,37.0,16.1,100.2,,0,7,8,30,2
-1.6,-7.3,65.0,29.0,35.0,16.1,100.27,,1,8,9,30,2
-1.3,-7.5,63.0,29.0,32.0,16.1,100.31,,1,9,10,30,2
-1.1,-8.2,59.0,29.0,39.0,16.1,100.3,,1,8,9,31,2
-0.5,-7.9,58.0,29.0,41.0,16.1,100.32,,2,7,9,32,2
0.6,-7.7,54.0,29.0,35.0,16.1,100.32,,2,6,8,33,2
1.1,-8.0,51.0,29.0,37.0,16.1,100.31,,1,6,7,34,2
1.8,-8.6,46.0,31.0,41.0,16.1,100.28,,1,7,8,34,2
1.7,-8.5,47.0,30.0,43.0,16.1,100.31,,1,7,8,34,2
1.4,-8.3,49.0,29.0,34.0,16.1,100.38,,1,7,8,33,2
1.2,-7.6,52.0,28.0,41.0,16.1,100.44,,1,7,8,33,2
1.0,-7.5,53.0,29.0,35.0,16.1,100.48,,1,8,8,32,2
1.0,-7.3,54.0,29.0,37.0,16.1,100.53,,0,7,8,32,2
1.1,-7.5,53.0,30.0,32.0,16.1,100.59,,0,6,7,33,2
1.2,-7.4,53.0,29.0,28.0,16.1,100.63,,0,7,7,33,2
1.3,-7.0,54.0,30.0,34.0,16.1,100.68,,0,5,6,33,2
1.1,-7.2,54.0,30.0,34.0,16.1,100.73,,0,5,5,34,2
0.8,-6.6,58.0,31.0,32.0,16.1,100.82,,0,5,5,34,2
0.3,-6.3,61.0,31.0,26.0,16.1,100.85,,0,5,5,33,2
0.0,-5.9,65.0,29.0,22.0,16.1,100.88,,0,5,5,33,3
-0.4,-5.6,68.0,30.0,26.0,16.1,100.96,,0,5,5,32,3
-0.4,-5.4,69.0,31.0,32.0,16.1,101.02,,0,5,6,32,2
-0.5,-5.3,70.0,29.0,26.0,16.1,101.06,,0,5,6,31,2
-0.4,-5.4,69.0,28.0,21.0,16.1,101.14,,0,7,7,30,2
-0.6,-4.7,74.0,30.0,26.0,16.1,101.17,,0,10,10,27,2
-0.4,-4.7,73.0,30.0,21.0,16.1,101.25,,1,14,15,24,2
-0.3,-4.6,73.0,29.0,17.0,16.1,101.35,,2,17,19,21,4
0.3,-4.5,71.0,28.0,17.0,16.1,101.44,,3,16,19,23,5
1.1,-4.7,65.0,29.0,24.0,16.1,101.49,,2,13,16,26,5
1.4,-4.7,64.0,29.0,18.0,16.1,101.54,,2,11,13,30,5
2.1,-5.1,59.0,31.0,21.0,16.1,101.5,,2,9,11,31,5
2.8,-4.9,57.0,28.0,26.0,16.1,101.51,,2,8,10,31,4
3.2,-5.2,54.0,29.0,18.0,16.1,101.52,,2,9,10,30,4
2.9,-6.3,51.0,30.0,24.0,16.1,101.54,,1,8,10,29,5
2.6,-6.0,53.0,33.0,17.0,16.1,101.59,,1,12,13,25,4
1.7,-6.3,56.0,31.0,17.0,16.1,101.63,,1,20,21,18,5
0.8,-5.7,62.0,32.0,9.0,16.1,101.72,,1,21,22,17,6
0.5,-5.5,64.0,32.0,9.0,16.1,101.76,,1,20,21,17,6
-0.3,-5.9,66.0,32.0,13.0,16.1,101.81,,0,17,18,20,5
-0.5,-5.9,67.0,31.0,15.0,16.1,101.82,,0,18,18,19,5
-0.9,-5.6,71.0,30.0,8.0,16.1,101.83,,6,23,29,14,5
-1.7,-5.9,73.0,27.0,9.0,16.1,101.83,,8,29,37,11,5
-1.4,-5.5,74.0,29.0,9.0,16.1,101.86,,6,35,41,5,5
-1.7,-5.7,74.0,30.0,13.0,16.1,101.86,,5,33,37,6,5
-1.3,-5.5,73.0,34.0,11.0,16.1,101.87,,1,25,26,11,5
-1.3,-5.4,74.0,30.0,9.0,16.1,101.9,,1,30,31,7,5
-1.0,-5.0,74.0,30.0,11.0,16.1,101.92,,3,31,34,6,5
-0.9,-5.0,74.0,33.0,8.0,16.1,101.91,,4,31,35,6,3
-1.4,-4.9,77.0,9.0,13.0,16.1,101.93,,6,31,37,9,4
-2.2,-6.1,75.0,6.0,13.0,16.1,101.91,,9,33,42,8,4
-1.3,-5.9,71.0,6.0,15.0,16.1,101.94,,14,33,47,8,5
-0.7,-5.7,69.0,4.0,15.0,16.1,101.92,,16,32,49,9,5
-0.5,-5.3,70.0,8.0,15.0,16.1,101.89,,14,30,43,12,4
-0.2,-5.0,70.0,7.0,13.0,16.1,101.83,,10,26,36,14,4
-0.3,-4.8,72.0,7.0,11.0,16.1,101.82,,6,23,29,17,5
0.0,-4.3,73.0,6.0,11.0,16.1,101.8,,7,23,30,17,5
0.0,-4.5,72.0,8.0,15.0,16.1,101.74,,5,20,25,20,7
0.1,-4.7,70.0,5.0,17.0,16.1,101.69,,5,23,28,17,5
0.1,-4.2,73.0,5.0,24.0,16.1,101.59,,5,24,28,17,4
0.3,-3.0,79.0,5.0,15.0,16.1,101.61,,2,19,21,20,4
1.1,-1.5,83.0,6.0,26.0,16.1,101.5,,2,15,17,24,4
1.5,-0.8,85.0,6.0,26.0,16.1,101.54,,1,15,17,24,3
2.6,-0.2,82.0,8.0,24.0,16.1,101.51,,1,14,15,26,3
2.8,1.5,91.0,7.0,30.0,16.1,101.45,,1,12,13,26,3
2.2,-0.1,85.0,10.0,22.0,16.1,101.35,,1,13,14,25,3
2.5,0.7,88.0,10.0,18.0,16.1,101.31,,1,13,14,24,6
2.5,0.9,89.0,9.0,26.0,9.7,101.29,,1,12,13,27,4
3.2,1.4,88.0,8.0,28.0,16.1,101.17,,1,8,9,31,5
3.2,1.6,89.0,8.0,28.0,16.1,101.14,,1,8,9,30,4
3.8,1.8,87.0,8.0,26.0,16.1,101.07,,1,8,9,31,3
4.1,1.8,85.0,8.0,24.0,16.1,101.03,,1,8,9,33,4
4.4,2.3,86.0,8.0,28.0,16.1,100.97,,1,8,9,32,4
4.7,2.6,86.0,7.0,30.0,16.1,100.89,,2,15,17,23,5
4.4,2.0,84.0,7.0,32.0,16.1,100.86,,2,14,17,25,5
3.9,2.9,93.0,7.0,35.0,16.1,100.9,,3,15,18,22,5
4.6,2.8,88.0,9.0,17.0,16.1,100.92,,4,19,23,16,3
4.3,3.1,92.0,7.0,17.0,12.9,100.96,,5,20,25,14,3
4.8,3.1,89.0,6.0,21.0,16.1,100.94,,5,17,22,17,3
4.3,3.4,94.0,6.0,26.0,14.5,100.89,,4,16,19,18,7
4.2,3.3,94.0,5.0,26.0,16.1,100.89,,6,21,28,13,7
4.2,3.2,93.0,5.0,24.0,16.1,100.91,,7,22,28,11,9
3.6,2.7,94.0,5.0,18.0,4.8,100.98,,7,23,30,10,9
3.8,2.6,92.0,5.0,17.0,16.1,101.06,,6,24,30,8,11
4.0,2.4,89.0,6.0,9.0,16.1,101.13,,3,23,26,9,13
4.0,2.4,89.0,7.0,11.0,16.1,101.21,,4,27,32,5,11
3.9,2.4,90.0,12.0,4.0,9.7,101.26,,7,29,36,3,11
3.7,3.0,95.0,12.0,4.0,4.8,101.23,,18,32,50,1,12
3.8,2.9,94.0,11.0,4.0,6.4,101.28,,23,33,56,1,15
3.8,2.5,91.0,9.0,5.0,12.9,101.29,,16,30,46,1,14
3.7,2.4,91.0,8.0,8.0,6.4,101.3,,12,28,40,1,15
3.6,3.0,96.0,7.0,9.0,4.0,101.31,,7,23,30,3,16
3.8,3.1,95.0,7.0,11.0,4.8,101.28,,6,21,27,3,16
4.3,3.9,97.0,6.0,11.0,4.0,101.27,,6,21,27,3,18
4.7,4.3,97.0,8.0,5.0,4.8,101.28,,4,20,24,4,16
4.8,4.4,97.0,7.0,4.0,4.0,101.25,,8,23,30,2,12
4.9,4.5,97.0,,0.0,2.0,101.25,,10,22,32,2,8
4.8,4.5,98.0,,0.0,1.2,101.27,,16,24,40,1,7
4.7,4.6,99.0,14.0,4.0,1.6,101.29,,48,28,76,1,8
4.7,4.6,99.0,14.0,4.0,2.0,101.3,,73,31,104,1,11
4.4,4.3,99.0,7.0,5.0,8.1,101.3,,27,26,54,3,12
4.8,4.5,98.0,,0.0,6.4,101.32,,22,24,46,3,13
5.4,5.0,97.0,,0.0,3.6,101.31,,18,22,39,4,13
6.0,5.3,95.0,20.0,11.0,4.8,101.24,,13,21,34,6,9999
6.5,5.1,91.0,22.0,15.0,16.1,101.16,,4,15,19,15,9999
6.3,4.7,89.0,22.0,13.0,16.1,101.13,,2,12,14,19,9999
6.9,3.4,79.0,24.0,18.0,16.1,101.15,,1,10,11,20,11
7.1,3.0,75.0,26.0,18.0,16.1,101.17,,1,10,11,20,12
6.7,2.9,76.0,25.0,18.0,16.1,101.2,,1,12,13,18,11
7.0,2.1,71.0,26.0,26.0,16.1,101.24,,1,12,13,17,12
6.7,2.1,73.0,27.0,18.0,16.1,101.27,,1,12,13,17,12
6.6,2.3,74.0,26.0,18.0,16.1,101.28,,1,14,15,15,12
6.1,2.6,78.0,26.0,18.0,16.1,101.28,,1,14,15,13,11
5.9,2.7,80.0,26.0,13.0,16.1,101.27,,1,15,16,12,9
5.4,3.3,86.0,24.0,15.0,16.1,101.24,,1,12,13,15,10
5.2,3.4,88.0,24.0,15.0,16.1,101.22,,1,12,12,16,12
5.1,3.3,88.0,24.0,17.0,16.1,101.17,,1,14,15,12,12
4.8,3.5,91.0,24.0,15.0,16.1,101.18,,1,11,12,13,11
4.4,3.4,93.0,25.0,17.0,11.3,101.17,,1,9,10,15,11
3.7,2.5,92.0,25.0,15.0,14.5,101.17,,1,11,12,12,9
3.6,2.6,93.0,25.0,15.0,16.1,101.18,,1,14,14,9,6
3.4,2.2,92.0,27.0,13.0,16.1,101.19,,1,15,16,9,5
3.5,2.2,91.0,27.0,11.0,16.1,101.22,,1,14,15,9,5
3.6,2.2,90.0,28.0,9.0,16.1,101.23,,4,19,23,6,7
4.1,2.1,87.0,32.0,8.0,16.1,101.26,,5,19,25,9,8
4.7,2.6,86.0,31.0,5.0,16.1,101.27,,6,18,23,13,7
5.3,2.8,84.0,25.0,11.0,16.1,101.26,,4,13,17,19,7
6.5,1.7,71.0,31.0,13.0,16.1,101.2,,1,6,7,27,5
6.9,0.8,65.0,28.0,9.0,16.1,101.15,,1,6,7,28,5
7.0,0.3,62.0,30.0,8.0,16.1,101.12,,1,7,7,27,4
7.0,0.6,64.0,27.0,13.0,16.1,101.12,,1,9,9,24,5
6.7,0.4,64.0,27.0,15.0,16.1,101.15,,1,9,10,24,5
6.5,0.7,66.0,26.0,11.0,16.1,101.16,,0,12,13,20,5
5.8,1.8,75.0,30.0,15.0,16.1,101.17,,0,12,12,22,5
4.8,1.8,81.0,26.0,13.0,16.1,101.18,,0,14,14,21,5
4.6,1.7,81.0,27.0,15.0,16.1,101.18,,0,16,16,18,4
4.5,1.5,81.0,28.0,15.0,16.1,101.17,,1,18,19,14,4
4.3,2.2,86.0,25.0,18.0,16.1,101.14,,1,12,13,17,5
4.3,1.9,85.0,26.0,15.0,16.1,101.1,,0,10,11,17,5
4.3,1.7,83.0,26.0,15.0,16.1,101.08,,0,10,11,17,6
4.1,1.1,81.0,26.0,21.0,16.1,101.08,,0,8,8,20,7
3.9,1.2,83.0,27.0,17.0,16.1,101.1,,0,11,12,15,5
3.7,1.2,84.0,28.0,13.0,16.1,101.12,,9999,9999,9999,9999,4
3.8,1.0,82.0,27.0,15.0,16.1,101.14,,0,9,9,19,4
3.9,0.6,79.0,29.0,13.0,16.1,101.13,,0,11,11,17,3
4.1,0.8,79.0,29.0,18.0,16.1,101.14,,0,12,13,16,3
3.8,0.9,81.0,29.0,18.0,16.1,101.18,,1,12,13,14,4
3.8,0.9,81.0,29.0,13.0,16.1,101.19,,2,12,13,16,6
4.3,0.3,75.0,28.0,17.0,16.1,101.2,,3,10,13,18,6
4.9,1.0,76.0,26.0,17.0,16.1,101.24,,2,7,9,23,5
6.7,1.3,68.0,26.0,17.0,16.1,101.2,,2,8,10,23,4
7.4,1.1,64.0,26.0,15.0,16.1,101.12,,1,6,8,26,5
7.9,0.4,59.0,29.0,13.0,16.1,101.07,,2,8,9,25,5
6.5,2.8,77.0,17.0,13.0,16.1,101.03,,2,11,13,22,7
7.1,2.4,72.0,18.0,9.0,16.1,101.01,,1,10,11,23,9
7.6,0.8,62.0,27.0,15.0,16.1,101.03,,0,11,11,22,12
6.2,2.3,76.0,22.0,5.0,16.1,101.03,,0,15,16,16,15
5.5,2.2,79.0,19.0,4.0,16.1,101.04,,2,23,25,10,17
5.7,3.1,83.0,9.0,5.0,16.1,101.05,,3,29,32,6,11
5.1,2.6,84.0,17.0,5.0,16.1,101.05,,2,24,27,8,8
5.4,3.2,86.0,7.0,8.0,16.1,101.06,,5,28,33,5,6
4.8,2.5,85.0,9.0,13.0,16.1,101.01,,3,24,28,8,7
4.8,2.5,85.0,9.0,9.0,16.1,100.99,,3,23,26,9,7
4.5,2.1,84.0,7.0,11.0,16.1,100.99,,3,23,26,8,8
